name,linker1,linker2
VEZMIY_clean,VEZMIY_clean_linker_3.xyz,VEZMIY_clean_linker_3.xyz
DIMJUG_clean,DIMJUG_clean_linker_2.xyz,DIMJUG_clean_linker_0.xyz
TUTJAU_clean,TUTJAU_clean_linker_4.xyz,TUTJAU_clean_linker_5.xyz
XAFFUH_clean,XAFFUH_clean_linker_2.xyz,XAFFUH_clean_linker_2.xyz
HOXSAQ_clean,HOXSAQ_clean_linker_1.xyz,HOXSAQ_clean_linker_1.xyz
YINDOQ_clean,YINDOQ_clean_linker_6.xyz,YINDOQ_clean_linker_6.xyz
VOGPEO_clean,VOGPEO_clean_linker_0.xyz,VOGPEO_clean_linker_1.xyz
SUHMEP_clean,SUHMEP_clean_linker_11.xyz,SUHMEP_clean_linker_12.xyz
OCUQUZ_clean,OCUQUZ_clean_linker_2.xyz,OCUQUZ_clean_linker_2.xyz
KIYJAF_clean,KIYJAF_clean_linker_2.xyz,KIYJAF_clean_linker_3.xyz
WEJSAH_clean,WEJSAH_clean_linker_6.xyz,WEJSAH_clean_linker_7.xyz
XACSIG_clean,XACSIG_clean_linker_0.xyz,XACSIG_clean_linker_0.xyz
YOYVEP01_clean,YOYVEP01_clean_linker_0.xyz,YOYVEP01_clean_linker_1.xyz
DOKBUC_clean,DOKBUC_clean_linker_10.xyz,DOKBUC_clean_linker_3.xyz
VULKOD_clean,VULKOD_clean_linker_4.xyz,VULKOD_clean_linker_11.xyz
KOJZIT_clean,KOJZIT_clean_linker_5.xyz,KOJZIT_clean_linker_5.xyz
XORHET_clean,XORHET_clean_linker_8.xyz,XORHET_clean_linker_8.xyz
RUMROI_clean,RUMROI_clean_linker_2.xyz,RUMROI_clean_linker_2.xyz
UVUFUN_clean,UVUFUN_clean_linker_0.xyz,UVUFUN_clean_linker_0.xyz
LICKAL_clean,LICKAL_clean_linker_7.xyz,LICKAL_clean_linker_6.xyz
COGNAO_clean,COGNAO_clean_linker_7.xyz,COGNAO_clean_linker_7.xyz
PUQHEP_clean,PUQHEP_clean_linker_2.xyz,PUQHEP_clean_linker_3.xyz
WOCGIG_clean,WOCGIG_clean_linker_0.xyz,WOCGIG_clean_linker_1.xyz
GIXGOK_clean,GIXGOK_clean_linker_38.xyz,GIXGOK_clean_linker_38.xyz
HIYMEJ_clean,HIYMEJ_clean_linker_1.xyz,HIYMEJ_clean_linker_1.xyz
OYERIV_clean,OYERIV_clean_linker_23.xyz,OYERIV_clean_linker_23.xyz
DAWBUA_clean,DAWBUA_clean_linker_4.xyz,DAWBUA_clean_linker_3.xyz
XOCWUJ_clean,XOCWUJ_clean_linker_1.xyz,XOCWUJ_clean_linker_1.xyz
JITPOS_SL,JITPOS_SL_linker_6.xyz,JITPOS_SL_linker_4.xyz
ODIMAQ_clean,ODIMAQ_clean_linker_2.xyz,ODIMAQ_clean_linker_2.xyz
RAYLAG_clean,RAYLAG_clean_linker_1.xyz,RAYLAG_clean_linker_0.xyz
FORQIN_clean,FORQIN_clean_linker_4.xyz,FORQIN_clean_linker_4.xyz
YERJEL_clean,YERJEL_clean_linker_1.xyz,YERJEL_clean_linker_2.xyz
VEZMOE_clean,VEZMOE_clean_linker_16.xyz,VEZMOE_clean_linker_16.xyz
EHAFEA_clean,EHAFEA_clean_linker_1.xyz,EHAFEA_clean_linker_1.xyz
WUSLED_clean,WUSLED_clean_linker_1.xyz,WUSLED_clean_linker_1.xyz
WAXJAJ_clean,WAXJAJ_clean_linker_23.xyz,WAXJAJ_clean_linker_23.xyz
HUNCUQ_clean,HUNCUQ_clean_linker_7.xyz,HUNCUQ_clean_linker_7.xyz
DIBXIX_clean,DIBXIX_clean_linker_0.xyz,DIBXIX_clean_linker_5.xyz
AMOZAE_clean,AMOZAE_clean_linker_1.xyz,AMOZAE_clean_linker_1.xyz
SALXIP_clean,SALXIP_clean_linker_13.xyz,SALXIP_clean_linker_13.xyz
SIVQAR_clean,SIVQAR_clean_linker_3.xyz,SIVQAR_clean_linker_5.xyz
CAVREY_clean,CAVREY_clean_linker_16.xyz,CAVREY_clean_linker_15.xyz
NENFAN_clean,NENFAN_clean_linker_11.xyz,NENFAN_clean_linker_11.xyz
HEGPAL_clean,HEGPAL_clean_linker_1.xyz,HEGPAL_clean_linker_12.xyz
HISJAW_clean,HISJAW_clean_linker_6.xyz,HISJAW_clean_linker_6.xyz
OYIVEY_clean,OYIVEY_clean_linker_9.xyz,OYIVEY_clean_linker_9.xyz
OKIPUU_clean,OKIPUU_clean_linker_1.xyz,OKIPUU_clean_linker_0.xyz
WURNOO_clean,WURNOO_clean_linker_1.xyz,WURNOO_clean_linker_1.xyz
KAKCEH_clean,KAKCEH_clean_linker_2.xyz,KAKCEH_clean_linker_2.xyz
LIQDAS_clean,LIQDAS_clean_linker_8.xyz,LIQDAS_clean_linker_11.xyz
KESBOA_clean,KESBOA_clean_linker_1.xyz,KESBOA_clean_linker_1.xyz
XEYMAR_clean,XEYMAR_clean_linker_5.xyz,XEYMAR_clean_linker_5.xyz
RUWWOW01_clean,RUWWOW01_clean_linker_1.xyz,RUWWOW01_clean_linker_1.xyz
UXUZAP_clean,UXUZAP_clean_linker_4.xyz,UXUZAP_clean_linker_5.xyz
EQEREY_clean,EQEREY_clean_linker_1.xyz,EQEREY_clean_linker_1.xyz
YEDLAV_clean,YEDLAV_clean_linker_5.xyz,YEDLAV_clean_linker_5.xyz
XAPTEQ_clean,XAPTEQ_clean_linker_2.xyz,XAPTEQ_clean_linker_2.xyz
OSAVUA_clean,OSAVUA_clean_linker_0.xyz,OSAVUA_clean_linker_0.xyz
MUZRIJ_clean,MUZRIJ_clean_linker_8.xyz,MUZRIJ_clean_linker_8.xyz
BOPHEV_clean,BOPHEV_clean_linker_0.xyz,BOPHEV_clean_linker_0.xyz
BEPVID_clean,BEPVID_clean_linker_0.xyz,BEPVID_clean_linker_3.xyz
CEFLEF_clean,CEFLEF_clean_linker_11.xyz,CEFLEF_clean_linker_11.xyz
OXALAB_clean,OXALAB_clean_linker_1.xyz,OXALAB_clean_linker_1.xyz
IDAGOL_clean,IDAGOL_clean_linker_0.xyz,IDAGOL_clean_linker_6.xyz
WUSGOI_clean,WUSGOI_clean_linker_0.xyz,WUSGOI_clean_linker_1.xyz
MASZUD_clean,MASZUD_clean_linker_0.xyz,MASZUD_clean_linker_0.xyz
TATSIS_clean,TATSIS_clean_linker_5.xyz,TATSIS_clean_linker_5.xyz
RUHFUX_clean,RUHFUX_clean_linker_8.xyz,RUHFUX_clean_linker_8.xyz
DUYRIZ_clean,DUYRIZ_clean_linker_0.xyz,DUYRIZ_clean_linker_0.xyz
OCUNAE_clean,OCUNAE_clean_linker_3.xyz,OCUNAE_clean_linker_3.xyz
ODONEB_clean,ODONEB_clean_linker_3.xyz,ODONEB_clean_linker_2.xyz
YOTXOW_clean,YOTXOW_clean_linker_1.xyz,YOTXOW_clean_linker_1.xyz
HICZEA_clean,HICZEA_clean_linker_1.xyz,HICZEA_clean_linker_1.xyz
KEWZET_clean,KEWZET_clean_linker_1.xyz,KEWZET_clean_linker_1.xyz
QIQZIB_clean,QIQZIB_clean_linker_17.xyz,QIQZIB_clean_linker_5.xyz
HOWSAP_clean,HOWSAP_clean_linker_2.xyz,HOWSAP_clean_linker_2.xyz
CIZLEE_clean,CIZLEE_clean_linker_3.xyz,CIZLEE_clean_linker_2.xyz
DOQRUY_clean,DOQRUY_clean_linker_9.xyz,DOQRUY_clean_linker_9.xyz
BAXFIR01_clean,BAXFIR01_clean_linker_2.xyz,BAXFIR01_clean_linker_2.xyz
YONNAR_clean,YONNAR_clean_linker_0.xyz,YONNAR_clean_linker_0.xyz
DIBWUI_clean,DIBWUI_clean_linker_2.xyz,DIBWUI_clean_linker_4.xyz
OKIMAY_clean,OKIMAY_clean_linker_1.xyz,OKIMAY_clean_linker_1.xyz
BASTEW_clean,BASTEW_clean_linker_11.xyz,BASTEW_clean_linker_11.xyz
QOFDIA02_clean,QOFDIA02_clean_linker_6.xyz,QOFDIA02_clean_linker_6.xyz
KIYMIP_clean,KIYMIP_clean_linker_1.xyz,KIYMIP_clean_linker_0.xyz
EBAVOV_clean,EBAVOV_clean_linker_5.xyz,EBAVOV_clean_linker_4.xyz
XICNOO02_clean,XICNOO02_clean_linker_14.xyz,XICNOO02_clean_linker_14.xyz
DAPXID_ion_b,DAPXID_ion_b_linker_23.xyz,DAPXID_ion_b_linker_23.xyz
XUMSOP_clean,XUMSOP_clean_linker_13.xyz,XUMSOP_clean_linker_12.xyz
GIYSUD_clean,GIYSUD_clean_linker_0.xyz,GIYSUD_clean_linker_1.xyz
RAYFAA_clean,RAYFAA_clean_linker_21.xyz,RAYFAA_clean_linker_7.xyz
MEFZUU_manual,MEFZUU_manual_linker_7.xyz,MEFZUU_manual_linker_7.xyz
FIHRIZ_clean,FIHRIZ_clean_linker_5.xyz,FIHRIZ_clean_linker_4.xyz
GAJZEY_clean,GAJZEY_clean_linker_2.xyz,GAJZEY_clean_linker_2.xyz
HOWQAM_clean,HOWQAM_clean_linker_7.xyz,HOWQAM_clean_linker_4.xyz
ELERIX01_clean,ELERIX01_clean_linker_10.xyz,ELERIX01_clean_linker_10.xyz
ESAROH_clean,ESAROH_clean_linker_7.xyz,ESAROH_clean_linker_6.xyz
ENOVAG_clean,ENOVAG_clean_linker_14.xyz,ENOVAG_clean_linker_0.xyz
QALHIX_clean,QALHIX_clean_linker_11.xyz,QALHIX_clean_linker_10.xyz
HEDCIE_clean,HEDCIE_clean_linker_9.xyz,HEDCIE_clean_linker_8.xyz
ASINIB_clean,ASINIB_clean_linker_6.xyz,ASINIB_clean_linker_5.xyz
DATHAJ_clean,DATHAJ_clean_linker_8.xyz,DATHAJ_clean_linker_15.xyz
NEXVUI_clean,NEXVUI_clean_linker_2.xyz,NEXVUI_clean_linker_3.xyz
NEGZUW_clean,NEGZUW_clean_linker_4.xyz,NEGZUW_clean_linker_4.xyz
OKIQAB_clean,OKIQAB_clean_linker_19.xyz,OKIQAB_clean_linker_24.xyz
KOMGUP_clean,KOMGUP_clean_linker_8.xyz,KOMGUP_clean_linker_1.xyz
RAVVIU01_clean,RAVVIU01_clean_linker_10.xyz,RAVVIU01_clean_linker_10.xyz
BOWDIC_clean,BOWDIC_clean_linker_18.xyz,BOWDIC_clean_linker_18.xyz
XITYOP_clean,XITYOP_clean_linker_3.xyz,XITYOP_clean_linker_3.xyz
SAQZOB_clean,SAQZOB_clean_linker_1.xyz,SAQZOB_clean_linker_1.xyz
CUQTAL_clean,CUQTAL_clean_linker_1.xyz,CUQTAL_clean_linker_1.xyz
SUHBAA_clean,SUHBAA_clean_linker_4.xyz,SUHBAA_clean_linker_2.xyz
OXALOP_clean,OXALOP_clean_linker_6.xyz,OXALOP_clean_linker_6.xyz
ESARUN_clean,ESARUN_clean_linker_3.xyz,ESARUN_clean_linker_1.xyz
XOQXOR_SL,XOQXOR_SL_linker_4.xyz,XOQXOR_SL_linker_4.xyz
HOWPOZ_clean,HOWPOZ_clean_linker_2.xyz,HOWPOZ_clean_linker_1.xyz
KEJHIQ_clean_h,KEJHIQ_clean_h_linker_13.xyz,KEJHIQ_clean_h_linker_13.xyz
YIZGEV_clean,YIZGEV_clean_linker_19.xyz,YIZGEV_clean_linker_9.xyz
FALQOA_clean,FALQOA_clean_linker_0.xyz,FALQOA_clean_linker_0.xyz
ALIXOJ_clean,ALIXOJ_clean_linker_3.xyz,ALIXOJ_clean_linker_3.xyz
TASXIW_clean,TASXIW_clean_linker_4.xyz,TASXIW_clean_linker_5.xyz
XASPEP_clean,XASPEP_clean_linker_3.xyz,XASPEP_clean_linker_3.xyz
RUGHEI_clean,RUGHEI_clean_linker_1.xyz,RUGHEI_clean_linker_1.xyz
DIWMON_clean,DIWMON_clean_linker_20.xyz,DIWMON_clean_linker_20.xyz
EPECIN_clean,EPECIN_clean_linker_6.xyz,EPECIN_clean_linker_6.xyz
PAFMUH_clean,PAFMUH_clean_linker_1.xyz,PAFMUH_clean_linker_0.xyz
HUCXAG_clean,HUCXAG_clean_linker_1.xyz,HUCXAG_clean_linker_1.xyz
MUGQAI_clean,MUGQAI_clean_linker_2.xyz,MUGQAI_clean_linker_2.xyz
EWUTEW_clean,EWUTEW_clean_linker_5.xyz,EWUTEW_clean_linker_5.xyz
KINFEU_clean,KINFEU_clean_linker_0.xyz,KINFEU_clean_linker_0.xyz
EPAVAU_clean,EPAVAU_clean_linker_13.xyz,EPAVAU_clean_linker_7.xyz
DUPJAB_clean,DUPJAB_clean_linker_23.xyz,DUPJAB_clean_linker_8.xyz
LOCZIO_clean,LOCZIO_clean_linker_0.xyz,LOCZIO_clean_linker_1.xyz
NIWZIE15_clean,NIWZIE15_clean_linker_0.xyz,NIWZIE15_clean_linker_0.xyz
OSIWUJ_clean,OSIWUJ_clean_linker_5.xyz,OSIWUJ_clean_linker_5.xyz
USOXEH_clean,USOXEH_clean_linker_17.xyz,USOXEH_clean_linker_17.xyz
PIJJOI_clean,PIJJOI_clean_linker_0.xyz,PIJJOI_clean_linker_1.xyz
QUGZEZ_clean,QUGZEZ_clean_linker_0.xyz,QUGZEZ_clean_linker_0.xyz
EXALIZ_clean,EXALIZ_clean_linker_2.xyz,EXALIZ_clean_linker_0.xyz
LULVOF_clean,LULVOF_clean_linker_2.xyz,LULVOF_clean_linker_3.xyz
OTUDIS_clean,OTUDIS_clean_linker_4.xyz,OTUDIS_clean_linker_4.xyz
MAHCIK_clean,MAHCIK_clean_linker_1.xyz,MAHCIK_clean_linker_1.xyz
VASGUU_clean,VASGUU_clean_linker_4.xyz,VASGUU_clean_linker_4.xyz
BEXSAA_clean,BEXSAA_clean_linker_1.xyz,BEXSAA_clean_linker_1.xyz
IJEVEA_clean,IJEVEA_clean_linker_2.xyz,IJEVEA_clean_linker_3.xyz
MAYKOO_clean,MAYKOO_clean_linker_6.xyz,MAYKOO_clean_linker_5.xyz
RAYLOU_clean,RAYLOU_clean_linker_6.xyz,RAYLOU_clean_linker_5.xyz
VEJHEZ_clean,VEJHEZ_clean_linker_8.xyz,VEJHEZ_clean_linker_8.xyz
DIYKAZ_clean,DIYKAZ_clean_linker_5.xyz,DIYKAZ_clean_linker_3.xyz
REYBAA_clean,REYBAA_clean_linker_3.xyz,REYBAA_clean_linker_2.xyz
HEDCEA_clean,HEDCEA_clean_linker_3.xyz,HEDCEA_clean_linker_2.xyz
HOWSIX_clean,HOWSIX_clean_linker_15.xyz,HOWSIX_clean_linker_14.xyz
QODHUO_clean,QODHUO_clean_linker_7.xyz,QODHUO_clean_linker_7.xyz
LABGAY_clean,LABGAY_clean_linker_9.xyz,LABGAY_clean_linker_8.xyz
PIJDIX_clean,PIJDIX_clean_linker_12.xyz,PIJDIX_clean_linker_12.xyz
QIWGOU_clean,QIWGOU_clean_linker_18.xyz,QIWGOU_clean_linker_18.xyz
DIBJEF_clean,DIBJEF_clean_linker_1.xyz,DIBJEF_clean_linker_1.xyz
HEKTUO_clean,HEKTUO_clean_linker_0.xyz,HEKTUO_clean_linker_0.xyz
OKIQEG_clean,OKIQEG_clean_linker_3.xyz,OKIQEG_clean_linker_2.xyz
VERPOZ_clean,VERPOZ_clean_linker_9.xyz,VERPOZ_clean_linker_8.xyz
MAWFIC_clean,MAWFIC_clean_linker_7.xyz,MAWFIC_clean_linker_7.xyz
DANVAQ_clean,DANVAQ_clean_linker_12.xyz,DANVAQ_clean_linker_12.xyz
SUSZIQ_clean,SUSZIQ_clean_linker_0.xyz,SUSZIQ_clean_linker_0.xyz
YAVWUQ_clean,YAVWUQ_clean_linker_16.xyz,YAVWUQ_clean_linker_29.xyz
YOYVAL_clean,YOYVAL_clean_linker_2.xyz,YOYVAL_clean_linker_0.xyz
XUNRUV_clean,XUNRUV_clean_linker_4.xyz,XUNRUV_clean_linker_4.xyz
MOFLAV_clean,MOFLAV_clean_linker_11.xyz,MOFLAV_clean_linker_11.xyz
OPIFUQ_clean,OPIFUQ_clean_linker_11.xyz,OPIFUQ_clean_linker_11.xyz
LAZPIN_clean,LAZPIN_clean_linker_12.xyz,LAZPIN_clean_linker_13.xyz
HAFVOB_clean,HAFVOB_clean_linker_3.xyz,HAFVOB_clean_linker_3.xyz
IZIHOQ_clean,IZIHOQ_clean_linker_7.xyz,IZIHOQ_clean_linker_11.xyz
OYEROB_clean,OYEROB_clean_linker_14.xyz,OYEROB_clean_linker_14.xyz
QODHUO11_clean,QODHUO11_clean_linker_6.xyz,QODHUO11_clean_linker_6.xyz
XUBJAF_clean,XUBJAF_clean_linker_0.xyz,XUBJAF_clean_linker_0.xyz
VOPHUF_clean,VOPHUF_clean_linker_2.xyz,VOPHUF_clean_linker_1.xyz
DOPHUN_clean,DOPHUN_clean_linker_5.xyz,DOPHUN_clean_linker_5.xyz
WAHNOL_clean,WAHNOL_clean_linker_7.xyz,WAHNOL_clean_linker_7.xyz
MIFSAX_clean,MIFSAX_clean_linker_22.xyz,MIFSAX_clean_linker_22.xyz
PUGSUH_clean,PUGSUH_clean_linker_2.xyz,PUGSUH_clean_linker_3.xyz
NATHUO_clean,NATHUO_clean_linker_5.xyz,NATHUO_clean_linker_5.xyz
DAFHEZ_clean,DAFHEZ_clean_linker_8.xyz,DAFHEZ_clean_linker_8.xyz
VOTKEW_clean,VOTKEW_clean_linker_9.xyz,VOTKEW_clean_linker_8.xyz
FOPBAP_clean,FOPBAP_clean_linker_11.xyz,FOPBAP_clean_linker_10.xyz
XEHTUB_clean,XEHTUB_clean_linker_3.xyz,XEHTUB_clean_linker_2.xyz
DOPHOH_clean,DOPHOH_clean_linker_1.xyz,DOPHOH_clean_linker_1.xyz
XEGJOK_clean,XEGJOK_clean_linker_4.xyz,XEGJOK_clean_linker_4.xyz
EFILUA_clean,EFILUA_clean_linker_7.xyz,EFILUA_clean_linker_7.xyz
JUPBUT_clean,JUPBUT_clean_linker_1.xyz,JUPBUT_clean_linker_1.xyz
ZECKOJ_clean,ZECKOJ_clean_linker_2.xyz,ZECKOJ_clean_linker_2.xyz
ULASAD_clean,ULASAD_clean_linker_17.xyz,ULASAD_clean_linker_1.xyz
XICYAL_clean,XICYAL_clean_linker_23.xyz,XICYAL_clean_linker_4.xyz
KADLOT_clean,KADLOT_clean_linker_9.xyz,KADLOT_clean_linker_9.xyz
LECFAC_clean,LECFAC_clean_linker_6.xyz,LECFAC_clean_linker_14.xyz
XEQLEM_clean,XEQLEM_clean_linker_3.xyz,XEQLEM_clean_linker_3.xyz
GUPNUC_clean,GUPNUC_clean_linker_7.xyz,GUPNUC_clean_linker_7.xyz
CUWNOZ_clean,CUWNOZ_clean_linker_11.xyz,CUWNOZ_clean_linker_3.xyz
FEFDAX_clean,FEFDAX_clean_linker_4.xyz,FEFDAX_clean_linker_5.xyz
HOHJAR_clean,HOHJAR_clean_linker_5.xyz,HOHJAR_clean_linker_5.xyz
DISSUU_clean,DISSUU_clean_linker_4.xyz,DISSUU_clean_linker_5.xyz
ZIJVOF02_clean,ZIJVOF02_clean_linker_5.xyz,ZIJVOF02_clean_linker_5.xyz
NERVOV_clean,NERVOV_clean_linker_6.xyz,NERVOV_clean_linker_6.xyz
OZUMAZ_clean,OZUMAZ_clean_linker_1.xyz,OZUMAZ_clean_linker_1.xyz
SUVNEE_clean,SUVNEE_clean_linker_17.xyz,SUVNEE_clean_linker_28.xyz
DADPAC_clean,DADPAC_clean_linker_4.xyz,DADPAC_clean_linker_1.xyz
HIYMAF_clean,HIYMAF_clean_linker_8.xyz,HIYMAF_clean_linker_8.xyz
ISISUZ_clean,ISISUZ_clean_linker_3.xyz,ISISUZ_clean_linker_3.xyz
ADAXIO_clean,ADAXIO_clean_linker_4.xyz,ADAXIO_clean_linker_3.xyz
LODPUR_clean,LODPUR_clean_linker_3.xyz,LODPUR_clean_linker_2.xyz
DUYRAR_clean,DUYRAR_clean_linker_3.xyz,DUYRAR_clean_linker_3.xyz
IROROY_clean,IROROY_clean_linker_5.xyz,IROROY_clean_linker_4.xyz
WEHHIC_clean,WEHHIC_clean_linker_3.xyz,WEHHIC_clean_linker_3.xyz
OHAKIS_clean,OHAKIS_clean_linker_2.xyz,OHAKIS_clean_linker_2.xyz
TOVWIM_clean,TOVWIM_clean_linker_9.xyz,TOVWIM_clean_linker_9.xyz
MIFKUJ_clean,MIFKUJ_clean_linker_1.xyz,MIFKUJ_clean_linker_0.xyz
WOYJID_clean,WOYJID_clean_linker_7.xyz,WOYJID_clean_linker_6.xyz
YOBYEV_clean,YOBYEV_clean_linker_2.xyz,YOBYEV_clean_linker_2.xyz
BOMCOX_clean,BOMCOX_clean_linker_11.xyz,BOMCOX_clean_linker_10.xyz
DANVEU_clean,DANVEU_clean_linker_5.xyz,DANVEU_clean_linker_5.xyz
MARJAQ_clean,MARJAQ_clean_linker_2.xyz,MARJAQ_clean_linker_2.xyz
YOYVOZ01_clean,YOYVOZ01_clean_linker_7.xyz,YOYVOZ01_clean_linker_4.xyz
RETBEZ_clean,RETBEZ_clean_linker_0.xyz,RETBEZ_clean_linker_1.xyz
ONUQOE_clean,ONUQOE_clean_linker_1.xyz,ONUQOE_clean_linker_1.xyz
CEHLAD_clean,CEHLAD_clean_linker_1.xyz,CEHLAD_clean_linker_1.xyz
TILHAZ_clean,TILHAZ_clean_linker_4.xyz,TILHAZ_clean_linker_4.xyz
TAJXIO04_clean,TAJXIO04_clean_linker_7.xyz,TAJXIO04_clean_linker_6.xyz
IYEQUA_clean,IYEQUA_clean_linker_3.xyz,IYEQUA_clean_linker_2.xyz
EKOPOK_clean,EKOPOK_clean_linker_0.xyz,EKOPOK_clean_linker_0.xyz
PEJMOI_clean,PEJMOI_clean_linker_8.xyz,PEJMOI_clean_linker_8.xyz
WAQQUB_clean,WAQQUB_clean_linker_7.xyz,WAQQUB_clean_linker_7.xyz
HEGNEN_clean,HEGNEN_clean_linker_8.xyz,HEGNEN_clean_linker_1.xyz
OMITUB_clean,OMITUB_clean_linker_4.xyz,OMITUB_clean_linker_4.xyz
ZOXTUD_clean,ZOXTUD_clean_linker_5.xyz,ZOXTUD_clean_linker_4.xyz
MUSSIE_clean,MUSSIE_clean_linker_28.xyz,MUSSIE_clean_linker_29.xyz
DOQHIB_clean,DOQHIB_clean_linker_4.xyz,DOQHIB_clean_linker_2.xyz
HICVUM_clean,HICVUM_clean_linker_0.xyz,HICVUM_clean_linker_1.xyz
DIVPUU_clean,DIVPUU_clean_linker_0.xyz,DIVPUU_clean_linker_0.xyz
HUVHOX_clean,HUVHOX_clean_linker_1.xyz,HUVHOX_clean_linker_1.xyz
VEWKUF_clean,VEWKUF_clean_linker_1.xyz,VEWKUF_clean_linker_1.xyz
LUYSEF_clean,LUYSEF_clean_linker_0.xyz,LUYSEF_clean_linker_7.xyz
MAHCOQ_clean,MAHCOQ_clean_linker_5.xyz,MAHCOQ_clean_linker_5.xyz
KIJRUS_clean,KIJRUS_clean_linker_1.xyz,KIJRUS_clean_linker_1.xyz
AYOQEM_clean,AYOQEM_clean_linker_28.xyz,AYOQEM_clean_linker_28.xyz
DUYROF_clean,DUYROF_clean_linker_14.xyz,DUYROF_clean_linker_14.xyz
EXAXAE_clean,EXAXAE_clean_linker_6.xyz,EXAXAE_clean_linker_6.xyz
NOBVOR_clean,NOBVOR_clean_linker_2.xyz,NOBVOR_clean_linker_3.xyz
SIVGIP_clean,SIVGIP_clean_linker_2.xyz,SIVGIP_clean_linker_2.xyz
DIBXAP_clean,DIBXAP_clean_linker_3.xyz,DIBXAP_clean_linker_5.xyz
XUCSAR01_clean,XUCSAR01_clean_linker_11.xyz,XUCSAR01_clean_linker_12.xyz
QUVFAP_clean,QUVFAP_clean_linker_7.xyz,QUVFAP_clean_linker_1.xyz
NATFAS_clean,NATFAS_clean_linker_6.xyz,NATFAS_clean_linker_6.xyz
FORQAF_clean,FORQAF_clean_linker_7.xyz,FORQAF_clean_linker_7.xyz
YUDFEK_clean,YUDFEK_clean_linker_1.xyz,YUDFEK_clean_linker_1.xyz
BEPREV03_clean,BEPREV03_clean_linker_5.xyz,BEPREV03_clean_linker_5.xyz
LELMIA_clean,LELMIA_clean_linker_3.xyz,LELMIA_clean_linker_3.xyz
SOJKOT01_clean,SOJKOT01_clean_linker_10.xyz,SOJKOT01_clean_linker_10.xyz
ROLCEC13_clean,ROLCEC13_clean_linker_2.xyz,ROLCEC13_clean_linker_2.xyz
ZOZPUB_clean,ZOZPUB_clean_linker_5.xyz,ZOZPUB_clean_linker_5.xyz
XEVVUQ_clean,XEVVUQ_clean_linker_20.xyz,XEVVUQ_clean_linker_8.xyz
BAZFUF01_clean,BAZFUF01_clean_linker_6.xyz,BAZFUF01_clean_linker_6.xyz
HOFMAS_clean,HOFMAS_clean_linker_3.xyz,HOFMAS_clean_linker_2.xyz
EQETAX_clean,EQETAX_clean_linker_4.xyz,EQETAX_clean_linker_4.xyz
JADMAF_clean,JADMAF_clean_linker_0.xyz,JADMAF_clean_linker_1.xyz
HOXSIY_clean,HOXSIY_clean_linker_2.xyz,HOXSIY_clean_linker_2.xyz
ANEPIT_clean,ANEPIT_clean_linker_4.xyz,ANEPIT_clean_linker_5.xyz
SANGEW_clean,SANGEW_clean_linker_5.xyz,SANGEW_clean_linker_3.xyz
BOPWIO_clean,BOPWIO_clean_linker_6.xyz,BOPWIO_clean_linker_6.xyz
EDOYOL_clean,EDOYOL_clean_linker_7.xyz,EDOYOL_clean_linker_7.xyz
UMEDEX_clean,UMEDEX_clean_linker_4.xyz,UMEDEX_clean_linker_4.xyz
OCUMIL_clean,OCUMIL_clean_linker_3.xyz,OCUMIL_clean_linker_3.xyz
CORZIU_clean,CORZIU_clean_linker_0.xyz,CORZIU_clean_linker_0.xyz
BASTUM_clean,BASTUM_clean_linker_15.xyz,BASTUM_clean_linker_15.xyz
KIYQEQ_clean,KIYQEQ_clean_linker_0.xyz,KIYQEQ_clean_linker_0.xyz
TAZLOX_clean,TAZLOX_clean_linker_14.xyz,TAZLOX_clean_linker_14.xyz
QODHUO02_clean,QODHUO02_clean_linker_3.xyz,QODHUO02_clean_linker_3.xyz
MUPYOM_clean,MUPYOM_clean_linker_3.xyz,MUPYOM_clean_linker_3.xyz
DANROC_clean,DANROC_clean_linker_8.xyz,DANROC_clean_linker_11.xyz
YOYZET_clean,YOYZET_clean_linker_0.xyz,YOYZET_clean_linker_6.xyz
ALAHUS_clean,ALAHUS_clean_linker_0.xyz,ALAHUS_clean_linker_11.xyz
BOLPAU_clean,BOLPAU_clean_linker_0.xyz,BOLPAU_clean_linker_0.xyz
GARQAU_clean,GARQAU_clean_linker_3.xyz,GARQAU_clean_linker_3.xyz
KUMGIK_clean,KUMGIK_clean_linker_8.xyz,KUMGIK_clean_linker_9.xyz
AFITUF_clean,AFITUF_clean_linker_10.xyz,AFITUF_clean_linker_11.xyz
XULCIR_clean,XULCIR_clean_linker_13.xyz,XULCIR_clean_linker_5.xyz
NOHKIG_clean,NOHKIG_clean_linker_1.xyz,NOHKIG_clean_linker_1.xyz
AQAJEI_clean,AQAJEI_clean_linker_6.xyz,AQAJEI_clean_linker_6.xyz
DUYREV_clean,DUYREV_clean_linker_17.xyz,DUYREV_clean_linker_17.xyz
XUNSEG_clean,XUNSEG_clean_linker_2.xyz,XUNSEG_clean_linker_2.xyz
IBUBAL_clean,IBUBAL_clean_linker_8.xyz,IBUBAL_clean_linker_9.xyz
VUKTOM_clean,VUKTOM_clean_linker_2.xyz,VUKTOM_clean_linker_2.xyz
UQEGII_clean,UQEGII_clean_linker_5.xyz,UQEGII_clean_linker_0.xyz
ETEPID_clean,ETEPID_clean_linker_3.xyz,ETEPID_clean_linker_3.xyz
MEGBAD_clean,MEGBAD_clean_linker_1.xyz,MEGBAD_clean_linker_1.xyz
